code,name,year,month,year_month,up_count
000001,平安银行,2023,2,2023-02,1
000001,平安银行,2024,2,2024-02,1
000001,平安银行,2024,9,2024-09,2
000001,平安银行,2024,10,2024-10,1
000002,万  科Ａ,2023,4,2023-04,1
000002,万  科Ａ,2023,7,2023-07,1
000002,万  科Ａ,2023,11,2023-11,1
000002,万  科Ａ,2024,1,2024-01,1
000002,万  科Ａ,2024,2,2024-02,1
000002,万  科Ａ,2024,3,2024-03,1
000002,万  科Ａ,2024,4,2024-04,1
000002,万  科Ａ,2024,5,2024-05,2
000002,万  科Ａ,2024,7,2024-07,2
000002,万  科Ａ,2024,8,2024-08,1
000002,万  科Ａ,2024,9,2024-09,3
000002,万  科Ａ,2024,10,2024-10,2
000002,万  科Ａ,2025,1,2025-01,1
000002,万  科Ａ,2025,2,2025-02,2
000002,万  科Ａ,2025,8,2025-08,1
000002,万  科Ａ,2025,12,2025-12,1
000004,*ST国华,2023,5,2023-05,5
000004,*ST国华,2023,6,2023-06,5
000004,*ST国华,2023,7,2023-07,9
000004,*ST国华,2023,8,2023-08,2
000004,*ST国华,2023,9,2023-09,1
000004,*ST国华,2023,10,2023-10,1
000004,*ST国华,2023,11,2023-11,1
000004,*ST国华,2024,1,2024-01,1
000004,*ST国华,2024,2,2024-02,4
000004,*ST国华,2024,3,2024-03,3
000004,*ST国华,2024,5,2024-05,2
000004,*ST国华,2024,6,2024-06,4
000004,*ST国华,2024,7,2024-07,3
000004,*ST国华,2024,8,2024-08,1
000004,*ST国华,2024,9,2024-09,6
000004,*ST国华,2024,10,2024-10,7
000004,*ST国华,2024,11,2024-11,1
000004,*ST国华,2024,12,2024-12,3
000004,*ST国华,2025,1,2025-01,1
000004,*ST国华,2025,2,2025-02,3
000004,*ST国华,2025,4,2025-04,2
000004,*ST国华,2025,5,2025-05,4
000004,*ST国华,2025,7,2025-07,1
000004,*ST国华,2025,8,2025-08,2
000004,*ST国华,2025,9,2025-09,2
000004,*ST国华,2025,10,2025-10,2
000004,*ST国华,2025,11,2025-11,1
000004,*ST国华,2025,12,2025-12,2
000005,ST星源,2023,6,2023-06,3
000005,ST星源,2023,7,2023-07,1
000005,ST星源,2023,8,2023-08,1
000005,ST星源,2024,1,2024-01,1
000005,ST星源,2024,2,2024-02,4
000006,深振业Ａ,2023,2,2023-02,1
000006,深振业Ａ,2023,7,2023-07,1
000006,深振业Ａ,2023,8,2023-08,5
000006,深振业Ａ,2023,11,2023-11,2
000006,深振业Ａ,2024,1,2024-01,1
000006,深振业Ａ,2024,2,2024-02,1
000006,深振业Ａ,2024,4,2024-04,1
000006,深振业Ａ,2024,5,2024-05,1
000006,深振业Ａ,2024,6,2024-06,2
000006,深振业Ａ,2024,9,2024-09,4
000006,深振业Ａ,2024,10,2024-10,10
000006,深振业Ａ,2024,11,2024-11,4
000006,深振业Ａ,2024,12,2024-12,1
000006,深振业Ａ,2025,1,2025-01,1
000006,深振业Ａ,2025,3,2025-03,1
000006,深振业Ａ,2025,5,2025-05,2
000006,深振业Ａ,2025,8,2025-08,2
000006,深振业Ａ,2025,9,2025-09,4
000006,深振业Ａ,2025,10,2025-10,7
000007,全新好,2023,6,2023-06,1
000007,全新好,2023,8,2023-08,1
000007,全新好,2023,10,2023-10,3
000007,全新好,2024,7,2024-07,3
000007,全新好,2024,8,2024-08,1
000007,全新好,2024,9,2024-09,4
000007,全新好,2024,10,2024-10,2
000007,全新好,2024,11,2024-11,2
000007,全新好,2025,4,2025-04,3
000007,全新好,2025,7,2025-07,1
000007,全新好,2025,8,2025-08,1
000007,全新好,2025,10,2025-10,1
000007,全新好,2025,11,2025-11,1
000007,全新好,2025,12,2025-12,2
000008,神州高铁,2023,5,2023-05,2
000008,神州高铁,2024,3,2024-03,4
000008,神州高铁,2024,7,2024-07,2
000008,神州高铁,2024,8,2024-08,1
000008,神州高铁,2024,9,2024-09,2
000008,神州高铁,2024,10,2024-10,1
000008,神州高铁,2024,11,2024-11,1
000008,神州高铁,2024,12,2024-12,5
000008,神州高铁,2025,1,2025-01,1
000008,神州高铁,2025,2,2025-02,1
000008,神州高铁,2025,4,2025-04,4
000008,神州高铁,2025,5,2025-05,1
000008,神州高铁,2025,11,2025-11,1
000009,中国宝安,2023,5,2023-05,1
000009,中国宝安,2024,2,2024-02,2
000009,中国宝安,2024,9,2024-09,3
000009,中国宝安,2024,10,2024-10,3
000009,中国宝安,2025,6,2025-06,1
000009,中国宝安,2025,9,2025-09,4
000010,美丽生态,2023,1,2023-01,1
000010,美丽生态,2023,4,2023-04,1
000010,美丽生态,2023,7,2023-07,3
000010,美丽生态,2023,8,2023-08,5
000010,美丽生态,2023,9,2023-09,4
000010,美丽生态,2023,10,2023-10,2
000010,美丽生态,2023,11,2023-11,1
000010,美丽生态,2024,1,2024-01,2
000010,美丽生态,2024,2,2024-02,2
000010,美丽生态,2024,3,2024-03,1
000010,美丽生态,2024,4,2024-04,2
000010,美丽生态,2024,6,2024-06,4
000010,美丽生态,2024,7,2024-07,2
000010,美丽生态,2024,8,2024-08,1
000010,美丽生态,2024,9,2024-09,3
000010,美丽生态,2024,10,2024-10,3
000010,美丽生态,2024,11,2024-11,4
000010,美丽生态,2024,12,2024-12,1
000010,美丽生态,2025,1,2025-01,1
000010,美丽生态,2025,2,2025-02,1
000010,美丽生态,2025,4,2025-04,1
000010,美丽生态,2025,7,2025-07,4
000010,美丽生态,2025,8,2025-08,3
000010,美丽生态,2025,9,2025-09,2
000010,美丽生态,2025,10,2025-10,1
000010,美丽生态,2025,11,2025-11,2
000010,美丽生态,2025,12,2025-12,1
000011,深物业A,2023,8,2023-08,3
000011,深物业A,2023,11,2023-11,1
000011,深物业A,2024,1,2024-01,1
000011,深物业A,2024,5,2024-05,1
000011,深物业A,2024,8,2024-08,3
000011,深物业A,2024,9,2024-09,2
000011,深物业A,2024,10,2024-10,3
000011,深物业A,2024,11,2024-11,3
000011,深物业A,2025,8,2025-08,2
000011,深物业A,2025,10,2025-10,3
000012,南  玻Ａ,2024,2,2024-02,1
000012,南  玻Ａ,2024,9,2024-09,1
000014,沙河股份,2023,1,2023-01,1
000014,沙河股份,2023,4,2023-04,2
000014,沙河股份,2023,5,2023-05,1
000014,沙河股份,2023,6,2023-06,3
000014,沙河股份,2023,7,2023-07,2
000014,沙河股份,2023,8,2023-08,3
000014,沙河股份,2023,11,2023-11,1
000014,沙河股份,2023,12,2023-12,1
000014,沙河股份,2024,1,2024-01,2
000014,沙河股份,2024,2,2024-02,2
000014,沙河股份,2024,3,2024-03,1
000014,沙河股份,2024,4,2024-04,1
000014,沙河股份,2024,5,2024-05,1
000014,沙河股份,2024,8,2024-08,1
000014,沙河股份,2024,9,2024-09,5
000014,沙河股份,2024,10,2024-10,2
000014,沙河股份,2024,11,2024-11,1
000014,沙河股份,2024,12,2024-12,1
000014,沙河股份,2025,2,2025-02,1
000014,沙河股份,2025,3,2025-03,1
000014,沙河股份,2025,4,2025-04,1
000014,沙河股份,2025,5,2025-05,1
000014,沙河股份,2025,6,2025-06,1
000014,沙河股份,2025,7,2025-07,1
000014,沙河股份,2025,8,2025-08,4
000014,沙河股份,2025,9,2025-09,3
000014,沙河股份,2025,10,2025-10,2
000014,沙河股份,2025,12,2025-12,1
000016,深康佳Ａ,2023,3,2023-03,1
000016,深康佳Ａ,2023,12,2023-12,1
000016,深康佳Ａ,2024,2,2024-02,1
000016,深康佳Ａ,2024,4,2024-04,1
000016,深康佳Ａ,2024,6,2024-06,1
000016,深康佳Ａ,2024,7,2024-07,3
000016,深康佳Ａ,2024,8,2024-08,7
000016,深康佳Ａ,2024,9,2024-09,2
000016,深康佳Ａ,2024,10,2024-10,10
000016,深康佳Ａ,2024,11,2024-11,1
000016,深康佳Ａ,2024,12,2024-12,2
000016,深康佳Ａ,2025,1,2025-01,2
000016,深康佳Ａ,2025,2,2025-02,2
000016,深康佳Ａ,2025,3,2025-03,1
000016,深康佳Ａ,2025,4,2025-04,5
000016,深康佳Ａ,2025,6,2025-06,1
000016,深康佳Ａ,2025,8,2025-08,2
000016,深康佳Ａ,2025,10,2025-10,2
000017,深中华A,2023,2,2023-02,1
000017,深中华A,2023,3,2023-03,2
000017,深中华A,2024,1,2024-01,12
000017,深中华A,2024,2,2024-02,4
000017,深中华A,2024,3,2024-03,1
000017,深中华A,2024,4,2024-04,1
000017,深中华A,2024,5,2024-05,1
000017,深中华A,2024,7,2024-07,1
000017,深中华A,2024,9,2024-09,2
000017,深中华A,2024,10,2024-10,2
000017,深中华A,2024,12,2024-12,2
000017,深中华A,2025,1,2025-01,2
000017,深中华A,2025,3,2025-03,1
000017,深中华A,2025,4,2025-04,3
000017,深中华A,2025,9,2025-09,1
000017,深中华A,2025,11,2025-11,4
000017,深中华A,2025,12,2025-12,1
000019,深粮控股,2023,2,2023-02,1
000019,深粮控股,2024,4,2024-04,1
000019,深粮控股,2024,9,2024-09,2
000019,深粮控股,2025,4,2025-04,1
000019,深粮控股,2025,10,2025-10,1
000020,深华发Ａ,2023,6,2023-06,1
000020,深华发Ａ,2023,7,2023-07,4
000020,深华发Ａ,2023,8,2023-08,1
000020,深华发Ａ,2023,10,2023-10,1
000020,深华发Ａ,2023,12,2023-12,1
000020,深华发Ａ,2024,1,2024-01,7
000020,深华发Ａ,2024,2,2024-02,4
000020,深华发Ａ,2024,3,2024-03,2
000020,深华发Ａ,2024,4,2024-04,1
000020,深华发Ａ,2024,6,2024-06,1
000020,深华发Ａ,2024,7,2024-07,1
000020,深华发Ａ,2024,8,2024-08,2
000020,深华发Ａ,2024,9,2024-09,6
000020,深华发Ａ,2024,10,2024-10,1
000020,深华发Ａ,2025,1,2025-01,1
000020,深华发Ａ,2025,4,2025-04,1
000020,深华发Ａ,2025,6,2025-06,3
000020,深华发Ａ,2025,9,2025-09,2
000020,深华发Ａ,2025,11,2025-11,1
000020,深华发Ａ,2025,12,2025-12,1
000021,深科技,2023,3,2023-03,4
000021,深科技,2023,4,2023-04,3
000021,深科技,2023,5,2023-05,5
000021,深科技,2023,6,2023-06,2
000021,深科技,2023,7,2023-07,2
000021,深科技,2023,8,2023-08,1
000021,深科技,2023,10,2023-10,1
000021,深科技,2024,1,2024-01,1
000021,深科技,2024,2,2024-02,4
000021,深科技,2024,4,2024-04,1
000021,深科技,2024,6,2024-06,3
000021,深科技,2024,7,2024-07,1
000021,深科技,2024,8,2024-08,1
000021,深科技,2024,9,2024-09,2
000021,深科技,2024,10,2024-10,6
000021,深科技,2024,11,2024-11,1
000021,深科技,2025,1,2025-01,2
000021,深科技,2025,2,2025-02,1
000021,深科技,2025,8,2025-08,1
000021,深科技,2025,9,2025-09,5
000021,深科技,2025,10,2025-10,2
000023,*ST深天,2023,6,2023-06,1
000023,*ST深天,2023,10,2023-10,1
000023,*ST深天,2024,2,2024-02,4
000023,*ST深天,2024,5,2024-05,2
000023,*ST深天,2024,6,2024-06,3
000023,*ST深天,2024,7,2024-07,2
000025,特  力Ａ,2023,1,2023-01,2
000025,特  力Ａ,2023,3,2023-03,1
000025,特  力Ａ,2023,6,2023-06,1
000025,特  力Ａ,2023,10,2023-10,1
000025,特  力Ａ,2024,1,2024-01,1
000025,特  力Ａ,2024,2,2024-02,1
000025,特  力Ａ,2024,4,2024-04,2
000025,特  力Ａ,2024,9,2024-09,2
000025,特  力Ａ,2024,10,2024-10,2
000025,特  力Ａ,2024,11,2024-11,1
000025,特  力Ａ,2025,3,2025-03,1
000025,特  力Ａ,2025,4,2025-04,3
000025,特  力Ａ,2025,6,2025-06,1
000025,特  力Ａ,2025,10,2025-10,1
000025,特  力Ａ,2025,11,2025-11,1
000026,飞亚达,2023,1,2023-01,3
000026,飞亚达,2023,2,2023-02,1
000026,飞亚达,2023,11,2023-11,1
000026,飞亚达,2024,1,2024-01,1
000026,飞亚达,2024,2,2024-02,1
000026,飞亚达,2024,4,2024-04,1
000026,飞亚达,2024,9,2024-09,1
000026,飞亚达,2025,2,2025-02,1
000026,飞亚达,2025,5,2025-05,4
000026,飞亚达,2025,6,2025-06,3
000026,飞亚达,2025,7,2025-07,3
000026,飞亚达,2025,8,2025-08,4
000026,飞亚达,2025,9,2025-09,1
000026,飞亚达,2025,10,2025-10,1
000027,深圳能源,2023,7,2023-07,1
000027,深圳能源,2024,2,2024-02,1
000027,深圳能源,2024,9,2024-09,1
000027,深圳能源,2024,10,2024-10,2
000027,深圳能源,2025,10,2025-10,1
000028,国药一致,2023,3,2023-03,2
000028,国药一致,2023,4,2023-04,4
000028,国药一致,2023,6,2023-06,2
000028,国药一致,2024,1,2024-01,1
000028,国药一致,2024,2,2024-02,1
000028,国药一致,2024,4,2024-04,1
000028,国药一致,2024,9,2024-09,1
000028,国药一致,2024,11,2024-11,1
000029,深深房Ａ,2023,5,2023-05,4
000029,深深房Ａ,2023,8,2023-08,2
000029,深深房Ａ,2023,10,2023-10,1
000029,深深房Ａ,2023,11,2023-11,1
000029,深深房Ａ,2024,1,2024-01,3
000029,深深房Ａ,2024,2,2024-02,1
000029,深深房Ａ,2024,3,2024-03,1
000029,深深房Ａ,2024,4,2024-04,1
000029,深深房Ａ,2024,9,2024-09,3
000029,深深房Ａ,2024,10,2024-10,3
000029,深深房Ａ,2024,11,2024-11,1
000029,深深房Ａ,2025,2,2025-02,2
000029,深深房Ａ,2025,4,2025-04,1
000029,深深房Ａ,2025,5,2025-05,1
000029,深深房Ａ,2025,6,2025-06,1
000029,深深房Ａ,2025,7,2025-07,1
000029,深深房Ａ,2025,8,2025-08,6
000029,深深房Ａ,2025,9,2025-09,1
000029,深深房Ａ,2025,10,2025-10,1
000030,富奥股份,2023,11,2023-11,1
000030,富奥股份,2024,2,2024-02,2
000030,富奥股份,2024,7,2024-07,2
000030,富奥股份,2024,9,2024-09,1
000030,富奥股份,2024,10,2024-10,1
000030,富奥股份,2025,4,2025-04,1
000031,大悦城,2023,3,2023-03,1
000031,大悦城,2023,4,2023-04,1
000031,大悦城,2024,1,2024-01,1
000031,大悦城,2024,2,2024-02,3
000031,大悦城,2024,4,2024-04,1
000031,大悦城,2024,5,2024-05,1
000031,大悦城,2024,8,2024-08,1
000031,大悦城,2024,9,2024-09,3
000031,大悦城,2024,10,2024-10,1
000031,大悦城,2024,11,2024-11,1
000031,大悦城,2024,12,2024-12,1
000031,大悦城,2025,4,2025-04,1
000031,大悦城,2025,7,2025-07,1
000031,大悦城,2025,10,2025-10,1
000031,大悦城,2025,11,2025-11,1
000032,深桑达Ａ,2023,1,2023-01,3
000032,深桑达Ａ,2023,3,2023-03,4
000032,深桑达Ａ,2023,4,2023-04,2
000032,深桑达Ａ,2023,5,2023-05,2
000032,深桑达Ａ,2023,6,2023-06,1
000032,深桑达Ａ,2023,7,2023-07,1
000032,深桑达Ａ,2023,8,2023-08,3
000032,深桑达Ａ,2023,12,2023-12,3
000032,深桑达Ａ,2024,1,2024-01,2
000032,深桑达Ａ,2024,2,2024-02,4
000032,深桑达Ａ,2024,3,2024-03,1
000032,深桑达Ａ,2024,4,2024-04,2
000032,深桑达Ａ,2024,5,2024-05,1
000032,深桑达Ａ,2024,6,2024-06,1
000032,深桑达Ａ,2024,7,2024-07,1
000032,深桑达Ａ,2024,9,2024-09,2
000032,深桑达Ａ,2024,10,2024-10,2
000032,深桑达Ａ,2025,2,2025-02,6
000032,深桑达Ａ,2025,3,2025-03,1
000032,深桑达Ａ,2025,4,2025-04,2
000032,深桑达Ａ,2025,7,2025-07,1
000032,深桑达Ａ,2025,8,2025-08,2
000032,深桑达Ａ,2025,9,2025-09,1
000032,深桑达Ａ,2025,12,2025-12,1
000034,神州数码,2023,1,2023-01,1
000034,神州数码,2023,2,2023-02,3
000034,神州数码,2023,3,2023-03,3
000034,神州数码,2023,7,2023-07,1
000034,神州数码,2023,8,2023-08,5
000034,神州数码,2023,10,2023-10,4
000034,神州数码,2023,11,2023-11,2
000034,神州数码,2024,2,2024-02,5
000034,神州数码,2024,3,2024-03,2
000034,神州数码,2024,4,2024-04,2
000034,神州数码,2024,7,2024-07,1
000034,神州数码,2024,9,2024-09,3
000034,神州数码,2024,10,2024-10,2
000034,神州数码,2024,11,2024-11,1
000034,神州数码,2025,1,2025-01,1
000034,神州数码,2025,2,2025-02,5
000034,神州数码,2025,3,2025-03,1
000034,神州数码,2025,4,2025-04,1
000034,神州数码,2025,5,2025-05,1
000034,神州数码,2025,7,2025-07,1
000034,神州数码,2025,9,2025-09,1
000034,神州数码,2025,10,2025-10,1
000035,中国天楹,2023,1,2023-01,1
000035,中国天楹,2023,3,2023-03,1
000035,中国天楹,2023,7,2023-07,1
000035,中国天楹,2023,9,2023-09,1
000035,中国天楹,2024,1,2024-01,1
000035,中国天楹,2024,2,2024-02,2
000035,中国天楹,2024,4,2024-04,2
000035,中国天楹,2024,5,2024-05,1
000035,中国天楹,2024,9,2024-09,2
000035,中国天楹,2024,11,2024-11,1
000035,中国天楹,2025,9,2025-09,2
000035,中国天楹,2025,10,2025-10,1
000035,中国天楹,2025,12,2025-12,2
000036,华联控股,2023,6,2023-06,1
000036,华联控股,2023,10,2023-10,1
000036,华联控股,2024,2,2024-02,1
000036,华联控股,2024,4,2024-04,1
000036,华联控股,2024,9,2024-09,2
000036,华联控股,2024,10,2024-10,3
000036,华联控股,2024,11,2024-11,4
000036,华联控股,2025,1,2025-01,1
000036,华联控股,2025,2,2025-02,1
000036,华联控股,2025,4,2025-04,1
000036,华联控股,2025,6,2025-06,1
000036,华联控股,2025,8,2025-08,1
000036,华联控股,2025,9,2025-09,3
000036,华联控股,2025,10,2025-10,1
000036,华联控股,2025,11,2025-11,3
000036,华联控股,2025,12,2025-12,7
000037,深南电A,2023,6,2023-06,7
000037,深南电A,2023,7,2023-07,2
000037,深南电A,2023,8,2023-08,1
000037,深南电A,2023,9,2023-09,1
000037,深南电A,2024,1,2024-01,3
000037,深南电A,2024,2,2024-02,2
000037,深南电A,2024,3,2024-03,1
000037,深南电A,2024,4,2024-04,2
000037,深南电A,2024,5,2024-05,1
000037,深南电A,2024,6,2024-06,2
000037,深南电A,2024,9,2024-09,2
000037,深南电A,2024,10,2024-10,1
000037,深南电A,2024,11,2024-11,1
000037,深南电A,2024,12,2024-12,1
000037,深南电A,2025,2,2025-02,1
000037,深南电A,2025,5,2025-05,1
000037,深南电A,2025,7,2025-07,2
000037,深南电A,2025,11,2025-11,1
000038,大通退,2023,3,2023-03,1
000038,大通退,2023,6,2023-06,1
000038,大通退,2023,7,2023-07,1
000039,中集集团,2023,2,2023-02,1
000039,中集集团,2024,3,2024-03,1
000039,中集集团,2024,6,2024-06,1
000039,中集集团,2024,7,2024-07,1
000039,中集集团,2024,9,2024-09,2
000039,中集集团,2025,1,2025-01,1
000039,中集集团,2025,3,2025-03,1
000039,中集集团,2025,7,2025-07,1
000039,中集集团,2025,11,2025-11,2
000039,中集集团,2025,12,2025-12,1
000040,*ST旭蓝,2023,1,2023-01,2
000040,*ST旭蓝,2023,2,2023-02,1
000040,*ST旭蓝,2023,4,2023-04,1
000040,*ST旭蓝,2023,5,2023-05,2
000040,*ST旭蓝,2024,2,2024-02,1
000040,*ST旭蓝,2024,3,2024-03,1
000040,*ST旭蓝,2024,4,2024-04,1
000040,*ST旭蓝,2024,8,2024-08,7
000040,*ST旭蓝,2024,9,2024-09,3
000040,*ST旭蓝,2024,11,2024-11,5
000040,*ST旭蓝,2025,3,2025-03,2
000042,中洲控股,2023,2,2023-02,1
000042,中洲控股,2023,4,2023-04,1
000042,中洲控股,2023,6,2023-06,1
000042,中洲控股,2023,8,2023-08,1
000042,中洲控股,2024,1,2024-01,1
000042,中洲控股,2024,2,2024-02,2
000042,中洲控股,2024,3,2024-03,3
000042,中洲控股,2024,4,2024-04,2
000042,中洲控股,2024,5,2024-05,2
000042,中洲控股,2024,6,2024-06,1
000042,中洲控股,2024,7,2024-07,2
000042,中洲控股,2024,8,2024-08,1
000042,中洲控股,2024,9,2024-09,4
000042,中洲控股,2024,10,2024-10,2
000042,中洲控股,2024,12,2024-12,2
000042,中洲控股,2025,1,2025-01,1
000042,中洲控股,2025,2,2025-02,4
000042,中洲控股,2025,4,2025-04,1
000042,中洲控股,2025,7,2025-07,2
000042,中洲控股,2025,8,2025-08,1
000045,深纺织Ａ,2023,1,2023-01,2
000045,深纺织Ａ,2023,3,2023-03,1
000045,深纺织Ａ,2023,8,2023-08,1
000045,深纺织Ａ,2023,9,2023-09,1
000045,深纺织Ａ,2023,10,2023-10,1
000045,深纺织Ａ,2023,11,2023-11,3
000045,深纺织Ａ,2024,2,2024-02,3
000045,深纺织Ａ,2024,4,2024-04,2
000045,深纺织Ａ,2024,7,2024-07,1
000045,深纺织Ａ,2024,8,2024-08,2
000045,深纺织Ａ,2024,9,2024-09,1
000045,深纺织Ａ,2024,10,2024-10,3
000045,深纺织Ａ,2024,11,2024-11,1
000045,深纺织Ａ,2024,12,2024-12,1
000045,深纺织Ａ,2025,5,2025-05,1
000045,深纺织Ａ,2025,8,2025-08,1
000045,深纺织Ａ,2025,9,2025-09,1
000045,深纺织Ａ,2025,10,2025-10,4
000046,*ST泛海,2023,1,2023-01,1
000046,*ST泛海,2023,4,2023-04,2
000046,*ST泛海,2023,5,2023-05,3
000046,*ST泛海,2023,6,2023-06,1
000046,*ST泛海,2023,7,2023-07,4
000046,*ST泛海,2023,8,2023-08,6
000046,*ST泛海,2023,9,2023-09,6
000046,*ST泛海,2023,10,2023-10,1
000046,*ST泛海,2023,11,2023-11,4
000048,京基智农,2023,3,2023-03,1
000048,京基智农,2023,4,2023-04,1
000048,京基智农,2023,6,2023-06,1
000048,京基智农,2023,7,2023-07,1
000048,京基智农,2023,9,2023-09,1
000048,京基智农,2024,3,2024-03,1
000048,京基智农,2024,6,2024-06,1
000048,京基智农,2024,9,2024-09,3
000048,京基智农,2024,10,2024-10,2
000048,京基智农,2024,12,2024-12,1
000048,京基智农,2025,3,2025-03,2
000048,京基智农,2025,4,2025-04,2
000048,京基智农,2025,5,2025-05,2
000048,京基智农,2025,8,2025-08,1
000048,京基智农,2025,12,2025-12,1
000049,德赛电池,2023,1,2023-01,1
000049,德赛电池,2023,3,2023-03,1
000049,德赛电池,2023,11,2023-11,1
000049,德赛电池,2024,2,2024-02,3
000049,德赛电池,2024,3,2024-03,2
000049,德赛电池,2024,6,2024-06,3
000049,德赛电池,2024,7,2024-07,4
000049,德赛电池,2024,8,2024-08,1
000049,德赛电池,2024,9,2024-09,2
000049,德赛电池,2024,10,2024-10,1
000049,德赛电池,2024,11,2024-11,1
000049,德赛电池,2025,9,2025-09,1
000049,德赛电池,2025,11,2025-11,1
000049,德赛电池,2025,12,2025-12,1
000050,深天马Ａ,2023,3,2023-03,2
000050,深天马Ａ,2024,2,2024-02,1
000050,深天马Ａ,2024,4,2024-04,1
000050,深天马Ａ,2024,7,2024-07,2
000050,深天马Ａ,2024,8,2024-08,1
000050,深天马Ａ,2024,9,2024-09,2
000050,深天马Ａ,2024,10,2024-10,2
000050,深天马Ａ,2024,11,2024-11,1
000050,深天马Ａ,2024,12,2024-12,1
000050,深天马Ａ,2025,1,2025-01,1
000050,深天马Ａ,2025,2,2025-02,1
000050,深天马Ａ,2025,4,2025-04,1
000055,方大集团,2023,6,2023-06,1
000055,方大集团,2024,2,2024-02,1
000055,方大集团,2024,9,2024-09,1
000055,方大集团,2024,10,2024-10,1
000055,方大集团,2025,1,2025-01,2
000055,方大集团,2025,4,2025-04,1
000056,皇庭国际,2023,1,2023-01,2
000056,皇庭国际,2023,2,2023-02,1
000056,皇庭国际,2023,4,2023-04,2
000056,皇庭国际,2023,6,2023-06,1
000056,皇庭国际,2023,11,2023-11,7
000056,皇庭国际,2024,2,2024-02,5
000056,皇庭国际,2024,3,2024-03,3
000056,皇庭国际,2024,4,2024-04,3
000056,皇庭国际,2024,5,2024-05,1
000056,皇庭国际,2024,6,2024-06,2
000056,皇庭国际,2024,7,2024-07,1
000056,皇庭国际,2024,8,2024-08,1
000056,皇庭国际,2024,9,2024-09,3
000056,皇庭国际,2024,10,2024-10,6
000056,皇庭国际,2024,12,2024-12,6
000056,皇庭国际,2025,1,2025-01,2
000056,皇庭国际,2025,2,2025-02,4
000056,皇庭国际,2025,3,2025-03,3
000056,皇庭国际,2025,7,2025-07,1
000056,皇庭国际,2025,8,2025-08,2
000056,皇庭国际,2025,9,2025-09,1
000056,皇庭国际,2025,10,2025-10,1
000058,深 赛 格,2023,8,2023-08,1
000058,深 赛 格,2023,9,2023-09,3
000058,深 赛 格,2023,11,2023-11,3
000058,深 赛 格,2024,1,2024-01,4
000058,深 赛 格,2024,4,2024-04,1
000058,深 赛 格,2024,8,2024-08,2
000058,深 赛 格,2024,9,2024-09,5
000058,深 赛 格,2024,10,2024-10,5
000058,深 赛 格,2024,11,2024-11,1
000058,深 赛 格,2024,12,2024-12,1
000058,深 赛 格,2025,2,2025-02,1
000058,深 赛 格,2025,3,2025-03,1
000058,深 赛 格,2025,8,2025-08,1
000058,深 赛 格,2025,10,2025-10,2
000059,华锦股份,2023,2,2023-02,2
000059,华锦股份,2023,3,2023-03,2
000059,华锦股份,2023,9,2023-09,1
000059,华锦股份,2024,1,2024-01,1
000059,华锦股份,2024,2,2024-02,3
000059,华锦股份,2024,4,2024-04,2
000059,华锦股份,2024,5,2024-05,1
000059,华锦股份,2024,7,2024-07,1
000059,华锦股份,2024,9,2024-09,3
000059,华锦股份,2024,10,2024-10,4
000059,华锦股份,2024,11,2024-11,3
000059,华锦股份,2025,2,2025-02,2
000059,华锦股份,2025,5,2025-05,1
000059,华锦股份,2025,6,2025-06,1
000059,华锦股份,2025,7,2025-07,1
000060,中金岭南,2023,7,2023-07,1
000060,中金岭南,2023,8,2023-08,1
000060,中金岭南,2023,9,2023-09,1
000060,中金岭南,2024,2,2024-02,2
000060,中金岭南,2024,9,2024-09,1
000060,中金岭南,2025,10,2025-10,2
000061,农 产 品,2023,6,2023-06,1
000061,农 产 品,2024,2,2024-02,3
000061,农 产 品,2024,9,2024-09,1
000061,农 产 品,2024,10,2024-10,1
000061,农 产 品,2024,11,2024-11,1
000061,农 产 品,2025,3,2025-03,1
000061,农 产 品,2025,4,2025-04,1
000061,农 产 品,2025,8,2025-08,2
000061,农 产 品,2025,9,2025-09,1
000061,农 产 品,2025,10,2025-10,1
000061,农 产 品,2025,11,2025-11,2
000061,农 产 品,2025,12,2025-12,1
000062,深圳华强,2023,3,2023-03,1
000062,深圳华强,2024,2,2024-02,2
000062,深圳华强,2024,4,2024-04,1
000062,深圳华强,2024,5,2024-05,1
000062,深圳华强,2024,6,2024-06,1
000062,深圳华强,2024,7,2024-07,1
000062,深圳华强,2024,8,2024-08,11
000062,深圳华强,2024,9,2024-09,6
000062,深圳华强,2024,10,2024-10,6
000062,深圳华强,2025,1,2025-01,1
000062,深圳华强,2025,2,2025-02,1
000062,深圳华强,2025,3,2025-03,3
000062,深圳华强,2025,4,2025-04,2
000062,深圳华强,2025,5,2025-05,1
000062,深圳华强,2025,6,2025-06,1
000062,深圳华强,2025,8,2025-08,2
000063,中兴通讯,2023,2,2023-02,1
000063,中兴通讯,2023,3,2023-03,3
000063,中兴通讯,2023,4,2023-04,3
000063,中兴通讯,2023,6,2023-06,3
000063,中兴通讯,2023,8,2023-08,1
000063,中兴通讯,2023,12,2023-12,1
000063,中兴通讯,2024,2,2024-02,3
000063,中兴通讯,2024,3,2024-03,1
000063,中兴通讯,2024,4,2024-04,1
000063,中兴通讯,2024,7,2024-07,1
000063,中兴通讯,2024,9,2024-09,2
000063,中兴通讯,2024,10,2024-10,1
000063,中兴通讯,2024,11,2024-11,1
000063,中兴通讯,2024,12,2024-12,3
000063,中兴通讯,2025,1,2025-01,3
000063,中兴通讯,2025,2,2025-02,2
