code,name,year,month,year_month,up_count
002902,铭普光磁,2024,1,2024-01,1
002902,铭普光磁,2025,1,2025-01,2
002902,铭普光磁,2023,6,2023-06,9
002902,铭普光磁,2024,6,2024-06,3
002902,铭普光磁,2025,6,2025-06,1
002902,铭普光磁,2023,7,2023-07,1
002902,铭普光磁,2024,7,2024-07,1
002902,铭普光磁,2025,7,2025-07,1
002902,铭普光磁,2023,9,2023-09,5
002902,铭普光磁,2024,9,2024-09,2
002902,铭普光磁,2025,9,2025-09,1
002902,铭普光磁,2023,12,2023-12,1
002902,铭普光磁,2024,12,2024-12,1
002902,铭普光磁,2025,12,2025-12,1
002903,宇环数控,2023,3,2023-03,3
002903,宇环数控,2024,3,2024-03,1
002903,宇环数控,2025,3,2025-03,3
002903,宇环数控,2023,8,2023-08,1
002903,宇环数控,2024,8,2024-08,1
002903,宇环数控,2025,8,2025-08,1
002903,宇环数控,2023,9,2023-09,1
002903,宇环数控,2024,9,2024-09,2
002903,宇环数控,2025,9,2025-09,2
002903,宇环数控,2023,11,2023-11,5
002903,宇环数控,2024,11,2024-11,2
002903,宇环数控,2025,11,2025-11,1
002905,金逸影视,2023,1,2023-01,1
002905,金逸影视,2024,1,2024-01,1
002905,金逸影视,2025,1,2025-01,2
002905,金逸影视,2023,7,2023-07,3
002905,金逸影视,2024,7,2024-07,2
002905,金逸影视,2025,7,2025-07,2
002905,金逸影视,2023,12,2023-12,1
002905,金逸影视,2024,12,2024-12,1
002905,金逸影视,2025,12,2025-12,1
002906,华阳集团,2023,2,2023-02,1
002906,华阳集团,2024,2,2024-02,2
002906,华阳集团,2025,2,2025-02,1
002906,华阳集团,2023,10,2023-10,1
002906,华阳集团,2024,10,2024-10,1
002906,华阳集团,2025,10,2025-10,1
002906,华阳集团,2023,11,2023-11,1
002906,华阳集团,2024,11,2024-11,2
002906,华阳集团,2025,11,2025-11,1
002907,华森制药,2023,4,2023-04,1
002907,华森制药,2024,4,2024-04,2
002907,华森制药,2025,4,2025-04,2
002907,华森制药,2023,8,2023-08,4
002907,华森制药,2024,8,2024-08,2
002907,华森制药,2025,8,2025-08,2
002908,德生科技,2023,1,2023-01,1
002908,德生科技,2024,1,2024-01,1
002908,德生科技,2025,1,2025-01,2
002908,德生科技,2023,2,2023-02,1
002908,德生科技,2024,2,2024-02,1
002908,德生科技,2025,2,2025-02,1
002908,德生科技,2023,4,2023-04,4
002908,德生科技,2024,4,2024-04,1
002908,德生科技,2025,4,2025-04,1
002908,德生科技,2023,8,2023-08,2
002908,德生科技,2024,8,2024-08,1
002908,德生科技,2025,8,2025-08,2
002910,庄园牧场,2023,7,2023-07,1
002910,庄园牧场,2024,7,2024-07,1
002910,庄园牧场,2025,7,2025-07,1
002912,中新赛克,2023,1,2023-01,2
002912,中新赛克,2024,1,2024-01,1
002912,中新赛克,2025,1,2025-01,2
002912,中新赛克,2023,2,2023-02,3
002912,中新赛克,2024,2,2024-02,5
002912,中新赛克,2025,2,2025-02,1
002912,中新赛克,2023,7,2023-07,2
002912,中新赛克,2024,7,2024-07,1
002912,中新赛克,2025,7,2025-07,1
002913,奥士康,2023,4,2023-04,3
002913,奥士康,2024,4,2024-04,1
002913,奥士康,2025,4,2025-04,1
002913,奥士康,2023,6,2023-06,2
002913,奥士康,2024,6,2024-06,2
002913,奥士康,2025,6,2025-06,1
002913,奥士康,2023,7,2023-07,1
002913,奥士康,2024,7,2024-07,1
002913,奥士康,2025,7,2025-07,4
002915,中欣氟材,2023,1,2023-01,1
002915,中欣氟材,2024,1,2024-01,2
002915,中欣氟材,2025,1,2025-01,1
002915,中欣氟材,2023,10,2023-10,1
002915,中欣氟材,2024,10,2024-10,2
002915,中欣氟材,2025,10,2025-10,1
002916,深南电路,2023,2,2023-02,1
002916,深南电路,2024,2,2024-02,4
002916,深南电路,2025,2,2025-02,4
002916,深南电路,2023,3,2023-03,2
002916,深南电路,2024,3,2024-03,4
002916,深南电路,2025,3,2025-03,2
002916,深南电路,2023,10,2023-10,1
002916,深南电路,2024,10,2024-10,2
002916,深南电路,2025,10,2025-10,2
002916,深南电路,2023,11,2023-11,1
002916,深南电路,2024,11,2024-11,2
002916,深南电路,2025,11,2025-11,1
002917,金奥博,2023,7,2023-07,1
002917,金奥博,2024,7,2024-07,1
002917,金奥博,2025,7,2025-07,2
002919,名臣健康,2023,4,2023-04,4
002919,名臣健康,2024,4,2024-04,1
002919,名臣健康,2025,4,2025-04,1
002919,名臣健康,2023,10,2023-10,1
002919,名臣健康,2024,10,2024-10,1
002919,名臣健康,2025,10,2025-10,2
002920,德赛西威,2023,8,2023-08,1
002920,德赛西威,2024,8,2024-08,2
002920,德赛西威,2025,8,2025-08,1
002921,联诚精密,2023,6,2023-06,2
002921,联诚精密,2024,6,2024-06,1
002921,联诚精密,2025,6,2025-06,2
002922,伊戈尔,2023,8,2023-08,1
002922,伊戈尔,2024,8,2024-08,1
002922,伊戈尔,2025,8,2025-08,2
002922,伊戈尔,2023,12,2023-12,1
002922,伊戈尔,2024,12,2024-12,1
002922,伊戈尔,2025,12,2025-12,3
002925,盈趣科技,2023,12,2023-12,1
002925,盈趣科技,2024,12,2024-12,1
002925,盈趣科技,2025,12,2025-12,1
002927,泰永长征,2023,2,2023-02,1
002927,泰永长征,2024,2,2024-02,3
002927,泰永长征,2025,2,2025-02,1
002927,泰永长征,2023,11,2023-11,2
002927,泰永长征,2024,11,2024-11,2
002927,泰永长征,2025,11,2025-11,5
002927,泰永长征,2023,12,2023-12,1
002927,泰永长征,2024,12,2024-12,1
002927,泰永长征,2025,12,2025-12,4
002928,华夏航空,2023,11,2023-11,1
002928,华夏航空,2024,11,2024-11,2
002928,华夏航空,2025,11,2025-11,1
002929,润建股份,2023,2,2023-02,1
002929,润建股份,2024,2,2024-02,6
002929,润建股份,2025,2,2025-02,8
002929,润建股份,2023,3,2023-03,2
002929,润建股份,2024,3,2024-03,2
002929,润建股份,2025,3,2025-03,3
002929,润建股份,2023,4,2023-04,1
002929,润建股份,2024,4,2024-04,3
002929,润建股份,2025,4,2025-04,3
002931,锋龙股份,2023,2,2023-02,1
002931,锋龙股份,2024,2,2024-02,3
002931,锋龙股份,2025,2,2025-02,1
002931,锋龙股份,2023,10,2023-10,3
002931,锋龙股份,2024,10,2024-10,2
002931,锋龙股份,2025,10,2025-10,1
002931,锋龙股份,2023,11,2023-11,4
002931,锋龙股份,2024,11,2024-11,3
002931,锋龙股份,2025,11,2025-11,3
002931,锋龙股份,2023,12,2023-12,3
002931,锋龙股份,2024,12,2024-12,2
002931,锋龙股份,2025,12,2025-12,4
002933,新兴装备,2023,4,2023-04,1
002933,新兴装备,2024,4,2024-04,2
002933,新兴装备,2025,4,2025-04,3
002933,新兴装备,2023,8,2023-08,2
002933,新兴装备,2024,8,2024-08,2
002933,新兴装备,2025,8,2025-08,1
002937,兴瑞科技,2023,2,2023-02,1
002937,兴瑞科技,2024,2,2024-02,3
002937,兴瑞科技,2025,2,2025-02,2
002937,兴瑞科技,2023,4,2023-04,1
002937,兴瑞科技,2024,4,2024-04,1
002937,兴瑞科技,2025,4,2025-04,1
002938,鹏鼎控股,2023,12,2023-12,1
002938,鹏鼎控股,2024,12,2024-12,1
002938,鹏鼎控股,2025,12,2025-12,3
002941,新疆交建,2023,4,2023-04,2
002941,新疆交建,2024,4,2024-04,1
002941,新疆交建,2025,4,2025-04,1
002941,新疆交建,2023,8,2023-08,2
002941,新疆交建,2024,8,2024-08,3
002941,新疆交建,2025,8,2025-08,4
002941,新疆交建,2023,10,2023-10,1
002941,新疆交建,2024,10,2024-10,4
002941,新疆交建,2025,10,2025-10,2
002943,宇晶股份,2023,7,2023-07,3
002943,宇晶股份,2024,7,2024-07,1
002943,宇晶股份,2025,7,2025-07,1
002943,宇晶股份,2023,12,2023-12,1
002943,宇晶股份,2024,12,2024-12,1
002943,宇晶股份,2025,12,2025-12,1
002945,华林证券,2023,1,2023-01,1
002945,华林证券,2024,1,2024-01,1
002945,华林证券,2025,1,2025-01,2
002945,华林证券,2023,2,2023-02,1
002945,华林证券,2024,2,2024-02,2
002945,华林证券,2025,2,2025-02,2
002946,新乳业,2023,2,2023-02,4
002946,新乳业,2024,2,2024-02,2
002946,新乳业,2025,2,2025-02,2
002946,新乳业,2023,8,2023-08,1
002946,新乳业,2024,8,2024-08,1
002946,新乳业,2025,8,2025-08,1
002947,恒铭达,2023,8,2023-08,1
002947,恒铭达,2024,8,2024-08,2
002947,恒铭达,2025,8,2025-08,1
002947,恒铭达,2023,10,2023-10,6
002947,恒铭达,2024,10,2024-10,4
002947,恒铭达,2025,10,2025-10,2
002949,华阳国际,2023,4,2023-04,2
002949,华阳国际,2024,4,2024-04,2
002949,华阳国际,2025,4,2025-04,2
002949,华阳国际,2023,9,2023-09,1
002949,华阳国际,2024,9,2024-09,2
002949,华阳国际,2025,9,2025-09,2
002950,奥美医疗,2023,10,2023-10,1
002950,奥美医疗,2024,10,2024-10,1
002950,奥美医疗,2025,10,2025-10,1
002951,金时科技,2023,2,2023-02,4
002951,金时科技,2024,2,2024-02,1
002951,金时科技,2025,2,2025-02,1
002951,金时科技,2023,9,2023-09,1
002951,金时科技,2024,9,2024-09,3
002951,金时科技,2025,9,2025-09,1
002952,亚世光电,2023,1,2023-01,3
002952,亚世光电,2024,1,2024-01,4
002952,亚世光电,2025,1,2025-01,1
002952,亚世光电,2023,10,2023-10,1
002952,亚世光电,2024,10,2024-10,3
002952,亚世光电,2025,10,2025-10,2
002953,日丰股份,2023,1,2023-01,1
002953,日丰股份,2024,1,2024-01,1
002953,日丰股份,2025,1,2025-01,1
002955,鸿合科技,2023,3,2023-03,1
002955,鸿合科技,2024,3,2024-03,1
002955,鸿合科技,2025,3,2025-03,1
002955,鸿合科技,2023,5,2023-05,1
002955,鸿合科技,2024,5,2024-05,1
002955,鸿合科技,2025,5,2025-05,2
002955,鸿合科技,2023,9,2023-09,1
002955,鸿合科技,2024,9,2024-09,1
002955,鸿合科技,2025,9,2025-09,1
002955,鸿合科技,2023,10,2023-10,1
002955,鸿合科技,2024,10,2024-10,1
002955,鸿合科技,2025,10,2025-10,1
002956,西麦食品,2023,4,2023-04,1
002956,西麦食品,2024,4,2024-04,2
002956,西麦食品,2025,4,2025-04,3
002956,西麦食品,2023,5,2023-05,1
002956,西麦食品,2024,5,2024-05,1
002956,西麦食品,2025,5,2025-05,3
002957,科瑞技术,2023,3,2023-03,1
002957,科瑞技术,2024,3,2024-03,2
002957,科瑞技术,2025,3,2025-03,2
002957,科瑞技术,2023,9,2023-09,2
002957,科瑞技术,2024,9,2024-09,2
002957,科瑞技术,2025,9,2025-09,1
002959,小熊电器,2023,4,2023-04,4
002959,小熊电器,2024,4,2024-04,1
002959,小熊电器,2025,4,2025-04,1
002959,小熊电器,2023,9,2023-09,1
002959,小熊电器,2024,9,2024-09,3
002959,小熊电器,2025,9,2025-09,1
002960,青鸟消防,2023,1,2023-01,1
002960,青鸟消防,2024,1,2024-01,2
002960,青鸟消防,2025,1,2025-01,1
002960,青鸟消防,2023,9,2023-09,1
002960,青鸟消防,2024,9,2024-09,3
002960,青鸟消防,2025,9,2025-09,1
002961,瑞达期货,2023,7,2023-07,2
002961,瑞达期货,2024,7,2024-07,1
002961,瑞达期货,2025,7,2025-07,1
002963,豪尔赛,2023,9,2023-09,2
002963,豪尔赛,2024,9,2024-09,1
002963,豪尔赛,2025,9,2025-09,1
002963,豪尔赛,2023,10,2023-10,1
002963,豪尔赛,2024,10,2024-10,4
002963,豪尔赛,2025,10,2025-10,3
002965,祥鑫科技,2023,2,2023-02,1
002965,祥鑫科技,2024,2,2024-02,3
002965,祥鑫科技,2025,2,2025-02,3
002965,祥鑫科技,2023,4,2023-04,1
002965,祥鑫科技,2024,4,2024-04,2
002965,祥鑫科技,2025,4,2025-04,3
002967,广电计量,2023,3,2023-03,1
002967,广电计量,2024,3,2024-03,5
002967,广电计量,2025,3,2025-03,1
002968,新大正,2023,9,2023-09,1
002968,新大正,2024,9,2024-09,2
002968,新大正,2025,9,2025-09,2
002970,锐明技术,2023,2,2023-02,3
002970,锐明技术,2024,2,2024-02,3
002970,锐明技术,2025,2,2025-02,3
002970,锐明技术,2023,4,2023-04,2
002970,锐明技术,2024,4,2024-04,3
002970,锐明技术,2025,4,2025-04,2
002970,锐明技术,2023,5,2023-05,2
002970,锐明技术,2024,5,2024-05,3
002970,锐明技术,2025,5,2025-05,1
002970,锐明技术,2023,9,2023-09,2
002970,锐明技术,2024,9,2024-09,2
002970,锐明技术,2025,9,2025-09,1
002971,和远气体,2023,2,2023-02,2
002971,和远气体,2024,2,2024-02,4
002971,和远气体,2025,2,2025-02,1
002971,和远气体,2023,4,2023-04,1
002971,和远气体,2024,4,2024-04,1
002971,和远气体,2025,4,2025-04,1
002971,和远气体,2023,10,2023-10,1
002971,和远气体,2024,10,2024-10,5
002971,和远气体,2025,10,2025-10,2
002971,和远气体,2023,11,2023-11,2
002971,和远气体,2024,11,2024-11,3
002971,和远气体,2025,11,2025-11,2
002975,博杰股份,2023,1,2023-01,1
002975,博杰股份,2024,1,2024-01,2
002975,博杰股份,2025,1,2025-01,1
002975,博杰股份,2023,5,2023-05,3
002975,博杰股份,2024,5,2024-05,1
002975,博杰股份,2025,5,2025-05,1
002975,博杰股份,2023,7,2023-07,1
002975,博杰股份,2024,7,2024-07,2
002975,博杰股份,2025,7,2025-07,1
002975,博杰股份,2023,8,2023-08,1
002975,博杰股份,2024,8,2024-08,1
002975,博杰股份,2025,8,2025-08,4
002975,博杰股份,2023,11,2023-11,1
002975,博杰股份,2024,11,2024-11,4
002975,博杰股份,2025,11,2025-11,4
002975,博杰股份,2023,12,2023-12,2
002975,博杰股份,2024,12,2024-12,1
002975,博杰股份,2025,12,2025-12,1
002976,瑞玛精密,2023,2,2023-02,1
002976,瑞玛精密,2024,2,2024-02,3
002976,瑞玛精密,2025,2,2025-02,1
002976,瑞玛精密,2023,4,2023-04,1
002976,瑞玛精密,2024,4,2024-04,3
002976,瑞玛精密,2025,4,2025-04,1
002976,瑞玛精密,2023,11,2023-11,2
002976,瑞玛精密,2024,11,2024-11,3
002976,瑞玛精密,2025,11,2025-11,1
002978,安宁股份,2023,2,2023-02,1
002978,安宁股份,2024,2,2024-02,3
002978,安宁股份,2025,2,2025-02,1
002979,雷赛智能,2023,4,2023-04,1
002979,雷赛智能,2024,4,2024-04,2
002979,雷赛智能,2025,4,2025-04,3
002979,雷赛智能,2023,8,2023-08,1
002979,雷赛智能,2024,8,2024-08,2
002979,雷赛智能,2025,8,2025-08,1
002981,朝阳科技,2023,7,2023-07,1
002981,朝阳科技,2024,7,2024-07,4
002981,朝阳科技,2025,7,2025-07,1
002981,朝阳科技,2023,8,2023-08,1
002981,朝阳科技,2024,8,2024-08,2
002981,朝阳科技,2025,8,2025-08,4
002983,芯瑞达,2023,4,2023-04,2
002983,芯瑞达,2024,4,2024-04,1
002983,芯瑞达,2025,4,2025-04,2
002983,芯瑞达,2023,11,2023-11,1
002983,芯瑞达,2024,11,2024-11,1
002983,芯瑞达,2025,11,2025-11,1
002987,京北方,2023,2,2023-02,2
002987,京北方,2024,2,2024-02,3
002987,京北方,2025,2,2025-02,6
002987,京北方,2023,3,2023-03,4
002987,京北方,2024,3,2024-03,1
002987,京北方,2025,3,2025-03,1
002987,京北方,2023,4,2023-04,1
002987,京北方,2024,4,2024-04,2
002987,京北方,2025,4,2025-04,3
002987,京北方,2023,5,2023-05,2
002987,京北方,2024,5,2024-05,1
002987,京北方,2025,5,2025-05,1
002987,京北方,2023,8,2023-08,1
002987,京北方,2024,8,2024-08,2
002987,京北方,2025,8,2025-08,4
002988,豪美新材,2023,4,2023-04,2
002988,豪美新材,2024,4,2024-04,3
002988,豪美新材,2025,4,2025-04,3
002988,豪美新材,2023,10,2023-10,1
002988,豪美新材,2024,10,2024-10,2
002988,豪美新材,2025,10,2025-10,1
002988,豪美新材,2023,11,2023-11,7
002988,豪美新材,2024,11,2024-11,3
002988,豪美新材,2025,11,2025-11,2
002989,中天精装,2023,1,2023-01,1
002989,中天精装,2024,1,2024-01,1
002989,中天精装,2025,1,2025-01,1
002989,中天精装,2023,6,2023-06,3
002989,中天精装,2024,6,2024-06,1
002989,中天精装,2025,6,2025-06,1
002989,中天精装,2023,12,2023-12,1
002989,中天精装,2024,12,2024-12,1
002989,中天精装,2025,12,2025-12,3
002990,盛视科技,2023,2,2023-02,1
002990,盛视科技,2024,2,2024-02,3
002990,盛视科技,2025,2,2025-02,3
002990,盛视科技,2023,3,2023-03,3
002990,盛视科技,2024,3,2024-03,1
002990,盛视科技,2025,3,2025-03,3
002990,盛视科技,2023,4,2023-04,3
002990,盛视科技,2024,4,2024-04,1
002990,盛视科技,2025,4,2025-04,2
002991,甘源食品,2023,1,2023-01,2
002991,甘源食品,2024,1,2024-01,1
002991,甘源食品,2025,1,2025-01,1
002991,甘源食品,2023,3,2023-03,1
002991,甘源食品,2024,3,2024-03,2
002991,甘源食品,2025,3,2025-03,1
002992,宝明科技,2023,2,2023-02,1
002992,宝明科技,2024,2,2024-02,2
002992,宝明科技,2025,2,2025-02,2
002992,宝明科技,2023,3,2023-03,2
002992,宝明科技,2024,3,2024-03,1
002992,宝明科技,2025,3,2025-03,2
002992,宝明科技,2023,5,2023-05,5
002992,宝明科技,2024,5,2024-05,3
002992,宝明科技,2025,5,2025-05,1
002992,宝明科技,2023,6,2023-06,3
002992,宝明科技,2024,6,2024-06,2
002992,宝明科技,2025,6,2025-06,2
002992,宝明科技,2023,7,2023-07,1
002992,宝明科技,2024,7,2024-07,4
002992,宝明科技,2025,7,2025-07,1
002992,宝明科技,2023,8,2023-08,3
002992,宝明科技,2024,8,2024-08,1
002992,宝明科技,2025,8,2025-08,1
002992,宝明科技,2023,9,2023-09,2
002992,宝明科技,2024,9,2024-09,3
002992,宝明科技,2025,9,2025-09,1
002995,天地在线,2023,1,2023-01,2
002995,天地在线,2024,1,2024-01,1
002995,天地在线,2025,1,2025-01,2
002995,天地在线,2023,2,2023-02,2
002995,天地在线,2024,2,2024-02,6
002995,天地在线,2025,2,2025-02,2
002995,天地在线,2023,6,2023-06,6
002995,天地在线,2024,6,2024-06,1
002995,天地在线,2025,6,2025-06,1
002995,天地在线,2023,7,2023-07,2
002995,天地在线,2024,7,2024-07,3
002995,天地在线,2025,7,2025-07,1
002995,天地在线,2023,12,2023-12,2
002995,天地在线,2024,12,2024-12,4
002995,天地在线,2025,12,2025-12,1
003000,劲仔食品,2023,4,2023-04,1
003000,劲仔食品,2024,4,2024-04,1
003000,劲仔食品,2025,4,2025-04,3
003001,中岩大地,2023,10,2023-10,2
003001,中岩大地,2024,10,2024-10,6
003001,中岩大地,2025,10,2025-10,2
003002,壶化股份,2023,2,2023-02,1
003002,壶化股份,2024,2,2024-02,2
003002,壶化股份,2025,2,2025-02,2
003002,壶化股份,2023,12,2023-12,1
003002,壶化股份,2024,12,2024-12,2
003002,壶化股份,2025,12,2025-12,3
003003,天元股份,2023,1,2023-01,1
003003,天元股份,2024,1,2024-01,1
003003,天元股份,2025,1,2025-01,3
003004,*ST声迅,2023,1,2023-01,3
003004,*ST声迅,2024,1,2024-01,1
003004,*ST声迅,2025,1,2025-01,3
003004,*ST声迅,2023,4,2023-04,1
003004,*ST声迅,2024,4,2024-04,2
003004,*ST声迅,2025,4,2025-04,1
003004,*ST声迅,2023,5,2023-05,2
003004,*ST声迅,2024,5,2024-05,3
003004,*ST声迅,2025,5,2025-05,3
003005,竞业达,2023,7,2023-07,1
003005,竞业达,2024,7,2024-07,2
003005,竞业达,2025,7,2025-07,2
003005,竞业达,2023,10,2023-10,2
003005,竞业达,2024,10,2024-10,2
003005,竞业达,2025,10,2025-10,1
003005,竞业达,2023,12,2023-12,1
003005,竞业达,2024,12,2024-12,3
003005,竞业达,2025,12,2025-12,1
003006,百亚股份,2023,2,2023-02,1
003006,百亚股份,2024,2,2024-02,3
003006,百亚股份,2025,2,2025-02,1
003006,百亚股份,2023,4,2023-04,1
003006,百亚股份,2024,4,2024-04,2
003006,百亚股份,2025,4,2025-04,2
003007,直真科技,2023,1,2023-01,4
003007,直真科技,2024,1,2024-01,4
003007,直真科技,2025,1,2025-01,2
003007,直真科技,2023,2,2023-02,1
003007,直真科技,2024,2,2024-02,4
003007,直真科技,2025,2,2025-02,1
003007,直真科技,2023,8,2023-08,3
003007,直真科技,2024,8,2024-08,1
003007,直真科技,2025,8,2025-08,1
003007,直真科技,2023,12,2023-12,1
003007,直真科技,2024,12,2024-12,2
003007,直真科技,2025,12,2025-12,2
003009,中天火箭,2023,8,2023-08,2
003009,中天火箭,2024,8,2024-08,1
003009,中天火箭,2025,8,2025-08,3
003009,中天火箭,2023,10,2023-10,1
003009,中天火箭,2024,10,2024-10,2
003009,中天火箭,2025,10,2025-10,1
003010,若羽臣,2023,5,2023-05,4
003010,若羽臣,2024,5,2024-05,1
003010,若羽臣,2025,5,2025-05,3
003010,若羽臣,2023,10,2023-10,1
003010,若羽臣,2024,10,2024-10,3
003010,若羽臣,2025,10,2025-10,1
003010,若羽臣,2023,11,2023-11,1
003010,若羽臣,2024,11,2024-11,6
003010,若羽臣,2025,11,2025-11,1
003010,若羽臣,2023,12,2023-12,2
003010,若羽臣,2024,12,2024-12,5
003010,若羽臣,2025,12,2025-12,1
003016,欣贺股份,2023,2,2023-02,2
003016,欣贺股份,2024,2,2024-02,2
003016,欣贺股份,2025,2,2025-02,1
003017,大洋生物,2023,4,2023-04,1
003017,大洋生物,2024,4,2024-04,1
003017,大洋生物,2025,4,2025-04,2
003020,立方制药,2023,4,2023-04,2
003020,立方制药,2024,4,2024-04,1
003020,立方制药,2025,4,2025-04,5
003020,立方制药,2023,9,2023-09,1
003020,立方制药,2024,9,2024-09,3
003020,立方制药,2025,9,2025-09,1
003021,兆威机电,2023,2,2023-02,2
003021,兆威机电,2024,2,2024-02,4
003021,兆威机电,2025,2,2025-02,7
003021,兆威机电,2023,3,2023-03,2
003021,兆威机电,2024,3,2024-03,2
003021,兆威机电,2025,3,2025-03,2
003021,兆威机电,2023,4,2023-04,1
003021,兆威机电,2024,4,2024-04,2
003021,兆威机电,2025,4,2025-04,3
003021,兆威机电,2023,5,2023-05,5
003021,兆威机电,2024,5,2024-05,3
003021,兆威机电,2025,5,2025-05,1
003021,兆威机电,2023,6,2023-06,5
003021,兆威机电,2024,6,2024-06,1
003021,兆威机电,2025,6,2025-06,1
003021,兆威机电,2023,7,2023-07,1
003021,兆威机电,2024,7,2024-07,2
003021,兆威机电,2025,7,2025-07,1
003021,兆威机电,2023,9,2023-09,2
003021,兆威机电,2024,9,2024-09,3
003021,兆威机电,2025,9,2025-09,1
003021,兆威机电,2023,11,2023-11,1
003021,兆威机电,2024,11,2024-11,10
003021,兆威机电,2025,11,2025-11,1
003021,兆威机电,2023,12,2023-12,2
003021,兆威机电,2024,12,2024-12,3
003021,兆威机电,2025,12,2025-12,1
003026,中晶科技,2023,4,2023-04,1
003026,中晶科技,2024,4,2024-04,2
003026,中晶科技,2025,4,2025-04,1
003026,中晶科技,2023,9,2023-09,1
003026,中晶科技,2024,9,2024-09,3
003026,中晶科技,2025,9,2025-09,2
003027,同兴科技,2023,1,2023-01,3
003027,同兴科技,2024,1,2024-01,5
003027,同兴科技,2025,1,2025-01,1
003028,振邦智能,2023,3,2023-03,1
003028,振邦智能,2024,3,2024-03,1
003028,振邦智能,2025,3,2025-03,2
003029,吉大正元,2023,4,2023-04,3
003029,吉大正元,2024,4,2024-04,7
003029,吉大正元,2025,4,2025-04,1
003029,吉大正元,2023,6,2023-06,2
003029,吉大正元,2024,6,2024-06,1
003029,吉大正元,2025,6,2025-06,7
003029,吉大正元,2023,8,2023-08,1
003029,吉大正元,2024,8,2024-08,3
003029,吉大正元,2025,8,2025-08,1
003029,吉大正元,2023,11,2023-11,1
003029,吉大正元,2024,11,2024-11,4
003029,吉大正元,2025,11,2025-11,1
003031,中瓷电子,2023,9,2023-09,1
003031,中瓷电子,2024,9,2024-09,2
003031,中瓷电子,2025,9,2025-09,2
003032,*ST传智,2023,1,2023-01,1
003032,*ST传智,2024,1,2024-01,3
003032,*ST传智,2025,1,2025-01,1
003032,*ST传智,2023,2,2023-02,1
003032,*ST传智,2024,2,2024-02,3
003032,*ST传智,2025,2,2025-02,2
003032,*ST传智,2023,6,2023-06,1
003032,*ST传智,2024,6,2024-06,2
003032,*ST传智,2025,6,2025-06,1
003033,征和工业,2023,9,2023-09,2
003033,征和工业,2024,9,2024-09,1
003033,征和工业,2025,9,2025-09,2
003036,泰坦股份,2023,2,2023-02,1
003036,泰坦股份,2024,2,2024-02,2
003036,泰坦股份,2025,2,2025-02,1
003040,楚天龙,2023,1,2023-01,3
003040,楚天龙,2024,1,2024-01,1
003040,楚天龙,2025,1,2025-01,2
003040,楚天龙,2023,4,2023-04,1
003040,楚天龙,2024,4,2024-04,1
003040,楚天龙,2025,4,2025-04,1
003040,楚天龙,2023,12,2023-12,2
003040,楚天龙,2024,12,2024-12,2
003040,楚天龙,2025,12,2025-12,1
003043,华亚智能,2023,3,2023-03,1
003043,华亚智能,2024,3,2024-03,1
003043,华亚智能,2025,3,2025-03,1
003043,华亚智能,2023,4,2023-04,2
003043,华亚智能,2024,4,2024-04,1
003043,华亚智能,2025,4,2025-04,3
003043,华亚智能,2023,7,2023-07,1
003043,华亚智能,2024,7,2024-07,1
003043,华亚智能,2025,7,2025-07,1
003043,华亚智能,2023,9,2023-09,2
003043,华亚智能,2024,9,2024-09,2
003043,华亚智能,2025,9,2025-09,1
300002,神州泰岳,2023,2,2023-02,3
300002,神州泰岳,2024,2,2024-02,3
300002,神州泰岳,2025,2,2025-02,2
300002,神州泰岳,2023,8,2023-08,3
300002,神州泰岳,2024,8,2024-08,1
300002,神州泰岳,2025,8,2025-08,2
300002,神州泰岳,2023,9,2023-09,1
300002,神州泰岳,2024,9,2024-09,2
300002,神州泰岳,2025,9,2025-09,1
300005,探路者,2023,4,2023-04,2
300005,探路者,2024,4,2024-04,3
300005,探路者,2025,4,2025-04,5
300006,莱美药业,2023,10,2023-10,1
300006,莱美药业,2024,10,2024-10,2
300006,莱美药业,2025,10,2025-10,1
300006,莱美药业,2023,11,2023-11,1
300006,莱美药业,2024,11,2024-11,4
300006,莱美药业,2025,11,2025-11,2
300007,汉威科技,2023,6,2023-06,2
300007,汉威科技,2024,6,2024-06,1
300007,汉威科技,2025,6,2025-06,2
300007,汉威科技,2023,8,2023-08,1
300007,汉威科技,2024,8,2024-08,1
300007,汉威科技,2025,8,2025-08,2
300007,汉威科技,2023,9,2023-09,1
300007,汉威科技,2024,9,2024-09,2
300007,汉威科技,2025,9,2025-09,5
300007,汉威科技,2023,11,2023-11,3
300007,汉威科技,2024,11,2024-11,3
300007,汉威科技,2025,11,2025-11,1
300007,汉威科技,2023,12,2023-12,1
300007,汉威科技,2024,12,2024-12,3
300007,汉威科技,2025,12,2025-12,1
300008,天海防务,2023,3,2023-03,1
300008,天海防务,2024,3,2024-03,1
300008,天海防务,2025,3,2025-03,5
300008,天海防务,2023,5,2023-05,2
300008,天海防务,2024,5,2024-05,2
300008,天海防务,2025,5,2025-05,1
300010,豆神教育,2023,2,2023-02,1
300010,豆神教育,2024,2,2024-02,3
300010,豆神教育,2025,2,2025-02,2
300010,豆神教育,2023,3,2023-03,1
300010,豆神教育,2024,3,2024-03,2
300010,豆神教育,2025,3,2025-03,1
300010,豆神教育,2023,5,2023-05,1
300010,豆神教育,2024,5,2024-05,3
300010,豆神教育,2025,5,2025-05,1
300010,豆神教育,2023,7,2023-07,1
300010,豆神教育,2024,7,2024-07,2
300010,豆神教育,2025,7,2025-07,2
300010,豆神教育,2023,11,2023-11,2
