trade_date,code,name,open,pct_chg
2024-12-30,002387,维信诺,10.38,8.55
2024-12-30,300424,航新科技,18.73,6.52
2024-12-30,600104,上汽集团,19.81,6.21
2024-12-30,603229,奥翔药业,9.26,9.96
2024-12-31,000609,ST中迪,2.39,5.02
2024-12-31,000665,湖北广电,4.33,10.05
2024-12-31,603630,拉芳家化,12.63,9.98
2024-12-31,920262,太湖雪,21.88,13.93
2025-01-02,600255,鑫科材料,3.3,9.94
2025-01-02,601086,国芳集团,5.75,5.62
2025-01-02,603215,比依股份,17.12,9.99
2025-01-02,605136,丽人丽妆,8.63,7.18
2025-01-02,920262,太湖雪,23.9,5.43
2025-01-02,920926,鸿智科技,19.88,5.48
2025-01-03,000756,新华制药,15.23,9.98
2025-01-03,000807,云铝股份,13.73,5.83
2025-01-03,002952,亚世光电,27.31,10.0
2025-01-03,603215,比依股份,20.59,9.99
2025-01-06,000531,穗恒运Ａ,5.42,10.0
2025-01-06,000756,新华制药,17.7,10.03
2025-01-06,301396,宏景科技,27.33,6.65
2025-01-06,603215,比依股份,22.65,10.0
2025-01-06,603229,奥翔药业,10.5,6.7
2025-01-06,920957,汉维科技,9.92,5.75
2025-01-07,000969,安泰科技,10.51,5.78
2025-01-07,001313,粤海饲料,7.99,7.0
2025-01-07,002041,登海种业,10.08,9.96
2025-01-07,002055,得润电子,5.55,9.98
2025-01-07,002058,*ST威尔,9.83,7.95
2025-01-07,002387,维信诺,8.75,10.06
2025-01-07,002657,中科金财,16.3,5.52
2025-01-07,300050,世纪鼎利,4.96,5.26
2025-01-07,300163,先锋新材,2.17,9.35
2025-01-07,300241,瑞丰光电,4.95,5.07
2025-01-07,300266,兴源环境,2.46,6.12
2025-01-07,300303,聚飞光电,6.21,5.16
2025-01-07,300549,优德精密,15.2,5.48
2025-01-07,300626,华瑞股份,8.57,5.31
2025-01-07,300731,科创新源,19.01,5.79
2025-01-07,300736,百邦科技,8.8,5.99
2025-01-07,300913,兆龙互连,60.51,11.29
2025-01-07,301041,金百泽,22.09,6.5
2025-01-07,301159,三维天地,29.49,5.51
2025-01-07,301503,智迪科技,31.04,5.26
2025-01-07,301608,博实结,62.0,7.92
2025-01-07,600255,鑫科材料,3.57,10.09
2025-01-07,600353,旭光电子,6.74,5.52
2025-01-07,603169,兰石重装,5.17,5.8
2025-01-07,603268,*ST松发,38.46,9.84
2025-01-07,603956,威派格,4.98,5.87
2025-01-07,688141,杰华特,28.32,15.75
2025-01-07,688450,光格科技,20.06,6.47
2025-01-07,920262,太湖雪,23.8,10.87
2025-01-07,920526,凯华材料,25.71,5.66
2025-01-08,002881,美格智能,28.88,7.38
2025-01-08,300731,科创新源,20.0,9.45
