trade_date,code,name,open,pct_chg
2023-01-03,000045,深纺织Ａ,12.2,10.01
2023-01-03,001308,康冠科技,32.85,9.99
2023-01-03,002121,科陆电子,9.26,7.76
2023-01-03,002161,远 望 谷,4.69,5.33
2023-01-03,002252,上海莱士,6.55,6.94
2023-01-03,002317,众生药业,28.5,10.0
2023-01-03,002439,启明星辰,26.09,8.28
2023-01-03,002467,二六三,5.0,10.06
2023-01-03,002762,*ST金比,9.19,5.76
2023-01-03,300225,*ST金泰,5.2,5.38
2023-01-03,300250,初灵信息,10.79,6.35
2023-01-03,300614,百川畅银,22.52,5.94
2023-01-03,300666,江丰电子,69.21,5.79
2023-01-03,300820,英杰电气,74.46,8.93
2023-01-03,600050,中国联通,4.48,10.04
2023-01-03,600062,华润双鹤,19.0,10.01
2023-01-03,600602,云赛智联,8.69,7.35
2023-01-03,600785,新华百货,20.39,9.98
2023-01-03,600880,博瑞传播,5.42,10.02
2023-01-03,603000,人民网,16.77,10.02
2023-01-03,603859,能科科技,26.0,7.04
2023-01-03,603881,数据港,23.57,9.99
2023-01-03,688111,金山办公,264.19,7.35
2023-01-03,688115,思林杰,38.7,6.97
2023-01-03,688676,金盘科技,36.18,12.13
2023-01-03,688787,海天瑞声,59.33,6.23
2023-01-04,000663,永安林业,8.52,6.4
2023-01-04,002174,游族网络,9.55,7.63
2023-01-04,002467,二六三,5.7,10.05
2023-01-04,002640,跨境通,5.67,10.07
2023-01-04,300614,百川畅银,24.1,12.0
2023-01-04,600785,新华百货,21.91,10.0
2023-01-04,603881,数据港,26.7,7.11
2023-01-05,000507,珠海港,5.68,5.98
2023-01-05,002010,传化智联,5.72,9.93
2023-01-05,002241,歌尔股份,16.93,9.99
2023-01-05,300059,东方财富,19.6,5.27
2023-01-05,300831,派瑞股份,13.14,8.26
2023-01-05,601966,玲珑轮胎,19.95,5.73
2023-01-05,603259,药明康德,83.68,6.5
2023-01-05,603917,合力科技,23.99,5.94
2023-01-05,605222,起帆电缆,26.06,5.34
2023-01-06,601877,正泰电器,28.5,7.92
2023-01-06,603917,合力科技,25.43,5.81
2023-01-06,688676,金盘科技,41.68,5.45
2023-01-09,002010,传化智联,6.15,5.59
2023-01-09,002174,游族网络,10.4,7.07
2023-01-09,002317,众生药业,26.68,6.66
2023-01-09,002867,周大生,14.99,5.6
2023-01-09,300460,ST惠伦,11.6,5.59
2023-01-09,601877,正泰电器,30.45,6.12
2023-01-09,603369,今世缘,54.96,6.53
2023-01-10,000404,长虹华意,5.57,7.01
2023-01-10,000625,长安汽车,12.59,6.88
2023-01-10,002174,游族网络,11.05,5.79
2023-01-10,600785,新华百货,18.3,7.24
2023-01-10,603917,合力科技,26.98,9.99
2023-01-11,002161,远 望 谷,4.92,9.96
2023-01-11,002762,*ST金比,9.16,10.0
2023-01-11,300991,创益通,13.85,5.29
2023-01-11,301071,力量钻石,120.61,6.04
2023-01-11,603477,巨星农牧,23.04,5.03
2023-01-11,688019,安集科技,181.3,5.68
2023-01-11,688076,ST诺泰,23.84,20.0
2023-01-12,002762,*ST金比,10.5,9.98
2023-01-12,300349,金卡智能,10.07,8.38
2023-01-12,688076,ST诺泰,29.73,5.24
2023-01-13,002467,二六三,5.88,9.98
2023-01-13,002640,跨境通,5.3,5.26
2023-01-13,002762,*ST金比,11.77,9.97
2023-01-13,600463,空港股份,8.51,5.58
2023-01-13,600600,青岛啤酒,104.72,5.09
2023-01-13,603027,千禾味业,20.68,6.77
2023-01-13,603718,海利生物,9.9,10.02
2023-01-16,002439,启明星辰,27.48,7.08
2023-01-16,002762,*ST金比,12.3,9.97
2023-01-16,301071,力量钻石,128.52,5.48
2023-01-16,600009,上海机场,61.0,8.62
2023-01-16,600483,福能股份,11.54,9.96
2023-01-16,601877,正泰电器,31.67,5.74
