trade_date,code,name,open,pct_chg
2024-12-30,002989,中天精装,20.76,6.84
2024-12-30,300570,太辰光,74.9,6.02
2024-12-30,600165,*ST宁科,2.31,5.0
2024-12-30,603296,华勤技术,73.02,5.4
2024-12-30,603496,恒为科技,26.4,6.2
2024-12-31,001201,东瑞股份,15.15,5.05
2024-12-31,300332,天壕能源,5.48,6.43
2024-12-31,600165,*ST宁科,2.43,5.19
2024-12-31,600619,海立股份,11.5,5.81
2025-01-02,000921,海信家电,29.07,5.12
2025-01-02,300570,太辰光,72.01,10.52
2025-01-02,600698,湖南天雁,4.53,7.3
2025-01-02,601933,永辉超市,6.3,7.26
2025-01-03,300715,凯伦股份,7.11,5.65
2025-01-03,301498,乖宝宠物,78.65,5.16
2025-01-03,920575,康乐卫士,16.88,10.01
2025-01-06,301018,申菱环境,36.54,7.64
2025-01-06,600641,先导基电,13.56,5.59
2025-01-06,688800,瑞可达,58.5,6.18
2025-01-07,000010,美丽生态,2.64,9.85
2025-01-07,000977,浪潮信息,46.11,5.82
2025-01-07,002617,露笑科技,6.71,5.07
2025-01-07,300377,赢时胜,23.1,6.88
2025-01-07,300570,太辰光,77.73,20.0
2025-01-07,300602,飞荣达,17.64,5.36
2025-01-07,300665,飞鹿股份,5.7,5.11
2025-01-07,300710,万隆光电,16.21,5.31
2025-01-07,300767,震安科技,8.59,8.09
2025-01-07,300868,杰美特,26.48,7.09
2025-01-07,301007,德迈仕,15.8,6.91
2025-01-07,301016,雷尔伟,19.0,5.31
2025-01-07,301018,申菱环境,38.0,6.89
2025-01-07,301061,匠心家居,59.34,9.68
2025-01-07,301525,儒竞科技,53.67,5.65
2025-01-07,600130,*ST波导,4.29,5.37
2025-01-07,600707,彩虹股份,7.67,6.01
2025-01-07,603679,华体科技,11.8,6.22
2025-01-07,688038,中科通达,11.08,5.87
2025-01-07,688426,康为世纪,29.37,5.21
2025-01-07,688798,艾为电子,66.2,5.61
2025-01-07,688800,瑞可达,58.8,14.64
2025-01-08,000921,海信家电,31.3,6.68
2025-01-08,002989,中天精装,20.64,9.99
2025-01-08,300570,太辰光,92.95,7.63
2025-01-08,300715,凯伦股份,9.74,19.95
2025-01-08,688800,瑞可达,62.0,6.29
2025-01-08,920593,鼎智科技,37.0,11.09
2025-01-09,002815,崇达技术,9.22,9.99
2025-01-09,300135,宝利国际,3.81,6.6
2025-01-09,300580,贝斯特,22.02,5.8
2025-01-09,300715,凯伦股份,10.99,20.02
2025-01-09,300716,ST泉为,11.07,7.97
2025-01-09,301021,英诺激光,24.35,6.67
2025-01-09,600165,*ST宁科,2.17,5.05
2025-01-09,603773,沃格光电,23.94,10.01
2025-01-09,603859,能科科技,27.6,10.0
2025-01-09,603920,世运电路,29.39,9.99
2025-01-09,920665,科强股份,10.79,6.48
2025-01-10,002348,高乐股份,3.09,5.26
2025-01-10,002698,博实股份,15.93,10.01
2025-01-10,688038,中科通达,12.12,5.12
2025-01-13,300377,赢时胜,23.03,12.08
2025-01-13,603158,腾龙股份,7.74,10.0
2025-01-13,688800,瑞可达,61.51,5.56
2025-01-13,920088,科力股份,22.8,7.46
2025-01-14,000158,常山北明,18.38,10.01
2025-01-14,000922,佳电股份,10.18,5.73
2025-01-14,000977,浪潮信息,46.93,8.19
2025-01-14,001319,铭科精技,23.88,10.02
2025-01-14,002189,中光学,18.3,5.49
2025-01-14,002348,高乐股份,2.82,6.94
2025-01-14,002600,领益智造,7.48,8.42
2025-01-14,002617,露笑科技,6.5,7.12
2025-01-14,002698,博实股份,16.84,8.05
2025-01-14,002724,海洋王,4.8,6.54
2025-01-14,002815,崇达技术,9.93,10.03
2025-01-14,002870,香山股份,29.6,5.08
2025-01-14,002979,雷赛智能,29.36,7.22
2025-01-14,002997,瑞鹄模具,35.92,6.23
2025-01-14,300045,华力创通,18.97,5.99
2025-01-14,300048,合康新能,4.71,5.96
2025-01-14,300066,三川智慧,3.79,7.73
2025-01-14,300076,GQY视讯,6.8,7.23
2025-01-14,300135,宝利国际,3.98,5.06
2025-01-14,300162,雷曼光电,6.79,6.09
2025-01-14,300223,北京君正,61.8,5.49
2025-01-14,300337,银邦股份,10.48,8.29
2025-01-14,300377,赢时胜,26.92,11.76
2025-01-14,300503,昊志机电,19.0,10.62
2025-01-14,300580,贝斯特,24.41,10.65
2025-01-14,300602,飞荣达,18.15,5.33
2025-01-14,300632,光莆股份,10.43,6.43
2025-01-14,300635,中达安,9.18,5.38
2025-01-14,300665,飞鹿股份,6.06,5.96
2025-01-14,300673,佩蒂股份,16.54,6.11
2025-01-14,300710,万隆光电,16.3,6.22
2025-01-14,300727,润禾材料,27.75,11.75
2025-01-14,300773,拉卡拉,16.2,6.29
2025-01-14,300976,达瑞电子,62.98,6.92
2025-01-14,300988,津荣天宇,16.84,5.34
2025-01-14,301007,德迈仕,17.71,8.05
2025-01-14,301018,申菱环境,39.1,9.08
2025-01-14,301029,怡合达,24.3,5.33
2025-01-14,301055,张小泉,14.05,5.54
2025-01-14,301105,鸿铭股份,25.73,6.67
2025-01-14,301234,五洲医疗,24.0,5.22
2025-01-14,301255,通力科技,32.24,6.63
2025-01-14,301266,宇邦新材,31.68,5.21
2025-01-14,301525,儒竞科技,55.11,5.63
2025-01-14,600130,*ST波导,4.39,6.18
2025-01-14,600318,新力金融,7.63,6.12
2025-01-14,600641,先导基电,14.75,7.69
2025-01-14,600707,彩虹股份,7.85,5.35
2025-01-14,600843,上工申贝,10.7,7.94
2025-01-14,601933,永辉超市,5.67,5.13
2025-01-14,603158,腾龙股份,9.56,10.01
2025-01-14,603296,华勤技术,67.27,6.37
2025-01-14,603496,恒为科技,22.87,5.55
2025-01-14,603680,今创集团,7.92,5.31
2025-01-14,603767,中马传动,11.03,5.71
2025-01-14,603773,沃格光电,23.28,6.39
2025-01-14,603859,能科科技,30.4,6.96
2025-01-14,603897,长城科技,21.99,5.54
2025-01-14,603920,世运电路,31.58,7.39
2025-01-14,605166,聚合顺,10.56,5.03
2025-01-14,688031,星环科技-U,38.99,6.66
2025-01-14,688052,纳芯微,116.57,5.26
2025-01-14,688305,科德数控,62.69,5.34
2025-01-14,688306,均普智能,7.46,10.67
2025-01-14,688458,美芯晟,30.0,6.78
2025-01-14,688466,金科环境,13.16,5.09
2025-01-14,688671,碧兴物联,16.93,6.14
2025-01-14,688798,艾为电子,67.28,5.59
2025-01-14,920019,铜冠矿建,20.12,6.05
2025-01-14,920088,科力股份,23.45,6.61
2025-01-14,920089,禾昌聚合,11.26,8.71
2025-01-14,920261,一诺威,9.15,6.74
2025-01-14,920438,戈碧迦,14.89,10.59
2025-01-14,920522,纳科诺尔,40.39,13.95
2025-01-14,920575,康乐卫士,17.19,6.06
2025-01-14,920593,鼎智科技,40.0,15.71
2025-01-14,920665,科强股份,10.53,8.23
2025-01-14,920720,吉冈精密,15.1,19.17
2025-01-15,001236,弘业期货,9.18,10.01
2025-01-15,600698,湖南天雁,5.4,10.0
2025-01-15,600843,上工申贝,11.43,9.98
2025-01-16,002348,高乐股份,3.13,9.9
2025-01-16,300570,太辰光,99.96,7.97
2025-01-16,603773,沃格光电,24.4,6.49
2025-01-16,688306,均普智能,8.75,5.34
2025-01-16,688426,康为世纪,26.28,6.53
2025-01-17,002531,天顺风能,7.6,5.93
2025-01-17,002617,露笑科技,6.95,5.04
2025-01-17,300076,GQY视讯,7.23,6.4
2025-01-17,300661,圣邦股份,77.77,20.0
2025-01-17,300673,佩蒂股份,18.4,5.74
2025-01-17,301061,匠心家居,71.18,5.03
2025-01-17,301498,乖宝宠物,87.05,6.16
2025-01-17,600165,*ST宁科,2.52,5.12
2025-01-17,688052,纳芯微,124.8,15.04
2025-01-17,688798,艾为电子,68.09,8.32
