trade_date,code,name,open,pct_chg
2024-12-30,000533,顺钠股份,5.51,9.98
2024-12-30,000679,大连友谊,5.28,9.96
2024-12-30,000711,ST京蓝,1.53,5.26
2024-12-30,300067,安诺其,5.78,19.96
2024-12-30,300697,电工合金,12.47,12.77
2024-12-30,300941,创识科技,29.81,8.05
2024-12-30,301349,信德新材,31.51,6.0
2024-12-30,600530,交大昂立,4.07,10.03
2024-12-30,600778,友好集团,7.33,9.99
2024-12-30,603825,ST华扬,13.82,9.99
2024-12-31,000533,顺钠股份,6.06,9.98
2024-12-31,000679,大连友谊,6.0,9.73
2024-12-31,002397,梦洁股份,2.71,10.11
2024-12-31,600530,交大昂立,4.39,10.02
2024-12-31,600778,友好集团,8.5,10.05
2025-01-02,000417,合百集团,6.28,10.03
2025-01-02,000533,顺钠股份,6.34,10.07
2025-01-02,000679,大连友谊,6.22,7.03
2025-01-02,002397,梦洁股份,3.23,9.86
2025-01-02,002582,好想你,8.79,10.02
2025-01-02,003003,天元股份,9.43,5.31
2025-01-02,300941,创识科技,29.38,6.6
2025-01-02,600530,交大昂立,5.27,9.94
2025-01-02,600778,友好集团,9.63,10.01
2025-01-02,920116,星图测控,45.0,407.23
2025-01-02,920726,朱老六,20.0,10.95
2025-01-03,000533,顺钠股份,6.66,10.04
2025-01-03,002397,梦洁股份,3.55,9.91
2025-01-03,300131,英唐智控,8.07,5.56
2025-01-03,300540,蜀道装备,23.88,6.72
2025-01-03,301187,欧圣电气,34.52,5.99
2025-01-03,301336,趣睡科技,55.11,7.92
2025-01-03,600530,交大昂立,5.6,9.98
2025-01-03,920116,星图测控,36.2,30.0
2025-01-03,920407,驰诚股份,18.15,29.95
2025-01-06,002317,众生药业,12.39,10.0
2025-01-06,002397,梦洁股份,3.44,5.92
2025-01-06,002581,ST未名,10.3,10.0
2025-01-06,300204,舒泰神,7.25,5.71
2025-01-06,300697,电工合金,11.6,7.53
2025-01-06,605378,野马电池,21.4,10.02
2025-01-06,920675,秉扬科技,8.58,9.76
2025-01-07,000533,顺钠股份,6.09,10.04
2025-01-07,002175,东方智造,3.78,10.08
2025-01-07,002397,梦洁股份,3.74,10.11
2025-01-07,002667,威领股份,8.94,7.26
2025-01-07,003003,天元股份,10.39,10.04
2025-01-07,300068,南都电源,16.18,5.94
2025-01-07,300115,长盈精密,15.65,5.32
2025-01-07,300131,英唐智控,8.31,6.06
2025-01-07,300491,通合科技,15.05,14.8
2025-01-07,300518,新迅达,11.14,9.05
2025-01-07,300650,太龙股份,10.51,6.38
2025-01-07,300701,森霸传感,9.13,5.6
2025-01-07,300840,酷特智能,17.4,10.94
2025-01-07,300889,爱克股份,11.96,7.16
2025-01-07,300903,科翔股份,7.34,7.54
2025-01-07,300991,创益通,18.0,8.21
2025-01-07,301182,凯旺科技,30.19,7.76
2025-01-07,301187,欧圣电气,34.0,5.08
2025-01-07,603825,ST华扬,13.61,5.77
2025-01-07,688010,福光股份,25.59,9.96
2025-01-07,688070,纵横股份,31.55,5.28
2025-01-07,688290,景业智能,36.8,5.35
2025-01-07,688627,精智达,68.0,6.24
2025-01-07,688652,京仪装备,50.0,9.12
2025-01-07,688661,和林微纳,30.6,13.27
2025-01-07,688733,壹石通,18.12,7.46
2025-01-07,920116,星图测控,38.51,5.85
2025-01-07,920396,常辅股份,15.38,17.57
2025-01-07,920627,力王股份,18.5,5.49
2025-01-08,000533,顺钠股份,7.39,10.07
2025-01-08,000833,粤桂股份,10.34,5.05
2025-01-08,002175,东方智造,4.3,10.12
2025-01-08,300044,ST赛为,5.77,20.0
2025-01-08,301187,欧圣电气,36.58,20.0
2025-01-08,920116,星图测控,38.5,10.43
2025-01-09,000657,中钨高新,8.76,6.35
2025-01-09,000908,*ST景峰,4.48,5.1
2025-01-09,002170,芭田股份,7.8,9.99
2025-01-09,002582,好想你,7.5,9.97
2025-01-09,002910,庄园牧场,7.0,5.55
2025-01-09,300115,长盈精密,16.58,5.14
2025-01-09,920116,星图测控,44.99,17.36
2025-01-10,600530,交大昂立,4.36,9.95
2025-01-10,600835,上海机电,15.88,5.85
2025-01-13,000679,大连友谊,5.09,9.98
2025-01-13,002582,好想你,7.31,9.95
2025-01-13,002738,中矿资源,35.01,5.16
2025-01-13,301421,波长光电,43.05,6.87
2025-01-13,688010,福光股份,30.5,8.14
2025-01-13,688227,品高股份,23.78,8.29
2025-01-13,920116,星图测控,50.33,7.19
2025-01-14,000553,安道麦A,5.87,6.22
2025-01-14,000679,大连友谊,5.95,9.96
2025-01-14,000753,漳州发展,4.1,6.25
2025-01-14,000812,陕西金叶,4.24,5.48
2025-01-14,000833,粤桂股份,10.59,5.77
2025-01-14,002175,东方智造,4.28,10.02
2025-01-14,002277,友阿股份,4.84,5.43
2025-01-14,002303,美盈森,3.17,5.38
2025-01-14,002490,山东墨龙,2.82,5.04
2025-01-14,002667,威领股份,8.91,5.51
2025-01-14,002762,*ST金比,5.4,7.08
2025-01-14,002799,环球印务,7.45,5.01
2025-01-14,002909,集泰股份,4.81,6.51
2025-01-14,002910,庄园牧场,7.02,5.52
2025-01-14,002960,青鸟消防,10.8,10.0
2025-01-14,002975,博杰股份,27.73,5.0
2025-01-14,002987,京北方,13.14,6.44
2025-01-14,003003,天元股份,9.28,10.04
2025-01-14,300044,ST赛为,6.57,9.53
2025-01-14,300067,安诺其,4.65,10.39
2025-01-14,300068,南都电源,15.75,5.87
2025-01-14,300072,海新能科,3.16,5.06
2025-01-14,300115,长盈精密,17.69,5.25
2025-01-14,300131,英唐智控,7.4,8.61
2025-01-14,300264,佳创视讯,5.28,6.95
2025-01-14,300306,远方信息,10.5,5.71
2025-01-14,300324,旋极信息,3.13,6.13
2025-01-14,300410,正业科技,4.98,5.23
2025-01-14,300491,通合科技,14.95,6.06
2025-01-14,300557,理工光科,27.66,7.01
2025-01-14,300592,华凯易佰,12.56,8.56
2025-01-14,300609,汇纳科技,21.81,8.05
2025-01-14,300650,太龙股份,10.92,5.75
2025-01-14,300697,电工合金,12.93,6.05
