trade_date,code,name,open,pct_chg
2024-12-30,300547,川环科技,25.11,8.97
2024-12-30,603033,三维股份,12.27,6.85
2024-12-30,603126,中材节能,7.35,9.95
2024-12-31,001205,盛航股份,18.36,5.64
2024-12-31,603617,君禾股份,6.68,10.06
2025-01-02,601956,东贝集团,4.86,7.45
2025-01-02,603096,新经典,18.95,8.39
2025-01-02,603617,君禾股份,8.06,9.96
2025-01-03,000737,北方铜业,7.65,9.99
2025-01-03,300182,捷成股份,5.56,6.32
2025-01-03,600645,中源协和,20.97,5.63
2025-01-03,603617,君禾股份,8.87,10.05
2025-01-03,920016,中草香料,19.7,5.28
2025-01-03,920896,旺成科技,14.61,10.1
2025-01-06,000737,北方铜业,8.24,5.14
2025-01-06,300199,翰宇药业,13.37,5.46
2025-01-06,301277,新天地,13.43,6.21
2025-01-06,601226,华电科工,6.75,10.0
2025-01-06,603617,君禾股份,9.76,10.03
2025-01-06,605020,永和股份,18.0,6.25
2025-01-06,605277,新亚电子,13.46,9.98
2025-01-06,688050,爱博医疗,93.03,5.83
2025-01-06,920367,新赣江,16.6,29.99
2025-01-07,000586,汇源通信,8.54,6.82
2025-01-07,000903,ST云动,3.08,5.23
2025-01-07,002229,鸿博股份,10.95,9.98
2025-01-07,002660,茂硕电源,8.79,5.17
2025-01-07,300153,科泰电源,13.49,10.36
2025-01-07,300198,ST纳川,1.87,8.11
2025-01-07,300370,安控科技,2.77,6.12
2025-01-07,300386,飞天诚信,14.62,6.95
2025-01-07,300461,田中精机,16.92,6.42
2025-01-07,300547,川环科技,26.27,5.19
2025-01-07,301222,浙江恒威,23.86,6.92
2025-01-07,600793,宜宾纸业,19.18,10.02
2025-01-07,600847,万里股份,7.63,6.33
2025-01-07,603015,弘讯科技,9.09,9.99
2025-01-07,603291,联合水务,11.69,8.15
2025-01-07,603330,天洋新材,5.8,10.02
2025-01-07,603637,镇海股份,7.7,7.68
2025-01-07,688213,思特威-W,70.49,6.35
2025-01-07,688296,和达科技,10.17,7.55
2025-01-07,688361,中科飞测,79.14,5.44
2025-01-07,920564,天润科技,14.83,6.52
2025-01-08,301177,迪阿股份,22.1,8.87
2025-01-08,600854,春兰股份,4.4,9.95
2025-01-08,603015,弘讯科技,10.56,9.99
2025-01-08,920367,新赣江,18.08,5.0
2025-01-08,920896,旺成科技,14.82,6.88
2025-01-09,002438,江苏神通,12.2,5.02
2025-01-09,002742,*ST三圣,4.08,5.05
2025-01-09,603015,弘讯科技,11.99,10.0
2025-01-09,603330,天洋新材,6.6,6.05
